m_ticker,ticker,comp_name,comp_name_2,exchange,currency_code,ticker_type,active_ticker_flag,comp_url,sic_4_code,sic_4_desc,zacks_x_ind_code,zacks_x_ind_desc,zacks_x_sector_code,zacks_x_sector_desc,zacks_m_ind_code,zacks_m_ind_desc,per_end_month_nbr,mr_split_date,mr_split_factor,comp_cik,country_code,country_name,comp_type,optionable_flag,sp500_member_flag,asset_type
DBV,DBV,PWRSH-DB G10 CU,PWRSH-DB G10 CU,ARCA,USD,E,Y,,6221,"Commodity contracts brokers, dealers",66,FIN-INVEST FUND,13,Finance,51,INVESTMENT FUNDS,12,,,0001354730,US,UNITED STATES,2,Y,N,ETF
DBVT,DBVT,DBV TECH SA-ADR,DBV Technologies S.A.,NSDQ,USD,S,Y,http://www.dbv-technologies.com,2836,"Biological products, except diagnostic",105,MED-BIOMED/GENE,4,Medical,15,DRUGS,12,,,0001613780,FR,FRANCE,1,Y,N,ADR
HHI&,DBYC,DISABILITY ACCS,DISABILITY ACCS,,,,N,,,,,,,,,,12,,,,,,,,,
DCAI,DCA.1,DIGITAL COMM,DIGITAL COMM,,,,N,,,,,,,,,,6,,,,,,,,,
DCA,DCA.2,DEVELOPMENT CP,DEVELOPMENT CP,,,,N,,,,,,,,,,12,,,,,,,,,
DCA2,DCAI,DIALYSIS CORP,DIALYSIS CORP,,,,N,,,,,,,,,,12,,,,,,,,,
#DCA,DCAR,DREAMCAR HLDGS,DREAMCAR HLDGS,,,S,Y,,,,,,,,,,10,,,,,,,,,
DCAS,DCAS,DECA ENERGY CP,DECA ENERGY CP,,,,N,,,,,,,,,,3,,,,,,,,,
DCB2,DCBI,DELPHOS CITIZEN,DELPHOS CITIZEN,,,,N,,,,,,,,,,9,,,,,,,,,
DCBK,DCBK,DESERT COMMTY,DESERT COMMTY,,,,N,,,,,,,,,,12,,,,,,,,,
DCCA,DCCA,DATA CRITICAL,DATA CRITICAL,,,,N,,,,,,,,,,12,,,,,,,,,
DCCP,DCCPF,DCC PLC SHS,DCC PLC SHS,OTC,USD,S,Y,http://www.dcc.ie,8000,Health services,205,BUSINESS SVCS,16,Business Services,59,BUSINESS SERVICES,3,,,,IE,IRELAND,1,N,N,COM
DCDC,DCDC,DIGITAL CREATIV,DIGITAL CREATIV,OTC,,S,Y,,,,,,,,,,6,,,,,,,,,
DCEL,DCEL,DOBSON COMM -A,DOBSON COMM -A,,,,N,,,,,,,,,,12,,,,,,,,,
DCM&,DCG,DREYFUS CAL MUN,DREYFUS CAL MUN,,,,N,,,,,,,,,,9,,,,,,,,,
DCGN,DCGNQ,DECODE GENETICS,DECODE GENETICS,,,,N,,,,,,,,,,12,,,,,,,,,
DCHI,DCHIF,DIGITAL CHINA,Digital China Holdings Ltd.,OTC,USD,S,Y,http://www.digitalchina.com.hk,3577,"Computer peripheral equipment, not elsewhere classified",203,COMP-INTEGT SYS,10,Computer and Technology,31,COMPUTER/OFFICE EQUIP,12,,,,CN,CHINA,1,N,N,COM
DCB#,DCHLF,DOUBLE COIN H-B,DOUBLE COIN H-B,OTC,,,N,,,,,,,,,,12,,,,,,,,,
DCH#,DCHLY,SHANGHAI HUAYI,SHANGHAI HUAYI,OTC,,S,Y,,,,,,,,,,12,,,,,,,,,
DON,DCI,DONALDSON CO,"Donaldson Company, Inc.",NYSE,USD,S,Y,http://www.donaldson.com,3564,Blowers & fans,143,POLLUTION CNTRL,7,Industrial Products,27,POLLUTION CNTRL,7,2012-03-26,2.0,0000029644,US,UNITED STATES,1,Y,N,COM
#DCI,DCIIE,DOUGLAS COMPUTE,DOUGLAS COMPUTE,,,,N,,,,,,,,,,12,,,,,,,,,
DCIN,DCIN,DIGITAL CINEMA,Digital Cinema Destinations Corp.,NSDQ,,,N,,,,,,,,,,6,,,,,,,,,
#DC2,DCIS,DELTA COMPUTEC,DELTA COMPUTEC,,,,N,,,,,,,,,,10,,,,,,,,,
DCIX,DCIX,DIANA CONTAINER,Diana Containerships Inc.,NSDQ,USD,S,Y,http://www.dcontainerships.com,4412,Deep sea foreign transportation of freight,190,TRANS-SHIP,15,Transportation,58,TRANSPORTATION,12,2016-06-09,0.13,0001481241,GR,GREECE,1,N,N,COM
AMMG,DCL.,DAMON CORP NEW,DAMON CORP NEW,,,,N,,,,,,,,,,12,,,,,,,,,
DCLK,DCLK,DOUBLECLICK INC,DOUBLECLICK INC,,,,N,,,,,,,,,,12,,,,,,,,,
DCLT,DCLT,DATA CALL TECHN,DATA CALL TECHN,OTC,,S,Y,,,,,,,,,,12,,,,,,,,,
DCM,DCM,NTT DOCOMO -ADR,"NTT DOCOMO, Inc",NYSE,USD,S,Y,http://www.nttdocomo.co.jp,3663,Radio & t.v. communications equipment,240,Wireless Non-US,10,Computer and Technology,37,TELECOMM SVCS,3,2002-05-22,2.5,0001166141,JP,JAPAN,1,Y,N,ADR
DCMT,DCMT,DOCUMENT CAPTUR,Document Capture Technologies Inc.,OTC,,,N,,,,,,,,,,12,,,,,,,,,
DCN,DCNAQ,DANA CORP,DANA CORP,,,,N,,,,,,,,,,12,,,,,,,,,
DCNG,DCNG,IPATH-SE NA GAS,IPATH-SE NA GAS,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
DCNT,DCNT,DOCENT INC,DOCENT INC,,,,N,,,,,,,,,,12,,,,,,,,,
DUC,DCO,DUCOMMUN INC DE,Ducommun Incorporated,NYSE,USD,S,Y,http://www.ducommun.com,3728,"Aircraft parts & equipment, not elsewhere classified",3,AEROSP/DEF EQ,11,Aerospace,38,AEROSPACE/DEFENSE,12,1998-06-11,1.5,0000030305,US,UNITED STATES,1,Y,N,COM
DCO#,DCOHF,DICKSON CONCPT,DICKSON CONCPT,OTC,,S,Y,,,,,,,,,,3,,,,,,,,,
DCBI,DCOM,DIME COMM BNCSH,"Dime Community Bancshares, Inc.",NSDQ,USD,S,Y,http://www.dime.com,6035,Federal savings institutions,67,FIN-SVGS & LOAN,13,Finance,47,BANKS & THRIFTS,12,2004-03-17,1.5,0001005409,US,UNITED STATES,2,Y,N,COM
DCOM,DCOM.,DICOMED,DICOMED,,,,N,,,,,,,,,,12,,,,,,,,,
DCOR,DCOR,DECOR,DECOR,,,,N,,,,,,,,,,5,,,,,,,,,
DPM,DCP,DCP MIDSTREAM,"DCP Midstream Partners, LP",NYSE,USD,S,Y,http://www.dcppartners.com,4922,Natural gas transmission,135,OIL-PROD/PIPELN,12,Oils/Energy,45,OIL/GAS PROD/PIPEL,12,,,0001338065,US,UNITED STATES,1,Y,N,MLP
DCP,DCP.,DYNCORP INTL-A,DYNCORP INTL-A,,,,N,,,,,,,,,,3,,,,,,,,,
DCP&,DCPCF,DRANSFIELD CHIN,DRANSFIELD CHIN,,,S,Y,,,,,,,,,,3,,,,,,,,,
DCPI,DCPI.,DICK CLARK PROD,DICK CLARK PROD,,,,N,,,,,,,,,,6,,,,,,,,,
DCPY,DCPY,DATACOPY CORP,"Datacopy, Corp.",,,S,Y,,,,,,,,,,12,,,,,,,,,
DCR,DCR,MACRSH-OIL DOWN,MACRSH-OIL DOWN,,,,N,,,,,,,,,,12,,,,,,,,,
DFCR,DCR.,DUFF&PHELPS CR,DUFF&PHELPS CR,,,,N,,,,,,,,,,12,,,,,,,,,
DIAC,DCRN,DIACRIN INC,DIACRIN INC,,,,N,,,,,,,,,,12,,,,,,,,,
DCS2,DCS.,DONCASTERS PLC,DONCASTERS PLC,,,,N,,,,,,,,,,12,,,,,,,,,
#DCS,DCSN,DECISION SYSTEM,DECISION SYSTEM,,,,N,,,,,,,,,,4,,,,,,,,,
DCS&,DCSR,DISC INC,DISC INC,OTC,,,N,,,,,,,,,,12,,,,,,,,,
DCT,DCT,DCT INDUSTRIAL,DCT Industrial Trust Inc,NYSE,USD,S,Y,http://www.dctindustrial.com,6798,Real estate investment trusts,266,REIT-EQTY TRUST -OTHER,13,Finance,52,REAL ESTATE,12,2014-11-18,0.25,0001170991,US,UNITED STATES,3,Y,N,COM
DCTH,DCTH,DELCATH SYS INC,"Delcath Systems, Inc.",NSDQ,USD,S,Y,http://www.delcath.com,3841,Surgical & medical instruments,103,MED INSTRUMENTS,4,Medical,17,MED PRODS,12,2016-07-21,0.06,0000872912,US,UNITED STATES,1,N,N,COM
DCTL,DCTL,DOCUTEL OLIVETT,DOCUTEL OLIVETT,,,,N,,,,,,,,,,12,,,,,,,,,
DCTM,DCTM,DOCUMENTUM INC,DOCUMENTUM INC,,,,N,,,,,,,,,,12,,,,,,,,,
DCNY,DCY.,DISCOUNT CP NY,DISCOUNT CP NY,,,,N,,,,,,,,,,12,,,,,,,,,
DD,DD,DU PONT (EI) DE,E.I. du Pont de Nemours and Company,NYSE,USD,S,Y,http://www.dupont.com,2820,"Plastics materials & synthetic resins, synthetic rubber, cellulosic",34,CHEM-DIVERSIFD,6,Basic Materials,19,CHEMICALS,12,1997-06-13,2.0,0000030554,US,UNITED STATES,1,Y,Y,COM
DABZ,DDAIF,DAIMLER AG,Daimler AG,OTC,USD,S,Y,http://www.daimler.com,3711,Motor vehicles & car bodies,8,AUTO -FOREIGN,5,Auto/Tires/Trucks,18,AUTOS/TIRES/TRUCKS,12,,,0001067318,DE,GERMANY,1,N,N,COM
DDBI,DDBI,LM-DEV EX-US DV,Legg Mason Developed EX-US Diversified Core ETF,NSDQ,,E,Y,,,,,,,,,,12,,,,,,,,,
DDBX,DDBXF,DATA DEPOSIT BX,"Data Deposit Box, Inc.",OTC,USD,S,Y,,9999,Nonclassifiable establishments,214,INTERNET SOFTWARE,10,Computer and Technology,32,COMPUTER SOFT/SERV,12,,,,,,,N,N,COM
#ABE,DDC,DOMINION DIAMND,Dominion Diamond Corporation,NYSE,USD,S,Y,http://www.ddcorp.ca,1000,Metal mining,116,MINING -MISC,6,Basic Materials,20,METALS-NON FERR,1,,,0000841071,CA,CANADA,1,Y,N,CDN
DDC2,DDC.,DETROIT DIESEL,DETROIT DIESEL,,,,N,,,,,,,,,,12,,,,,,,,,
TDSS,DDD,3D SYSTEMS CORP,3D Systems Corporation,NYSE,USD,S,Y,http://www.3dsystems.com,7372,Prepackaged software,199,COMP-MINI,10,Computer and Technology,31,COMPUTER/OFFICE EQUIP,12,2013-02-25,1.5,0000910638,US,UNITED STATES,1,Y,N,COM
DDDC,DDDC,DELTATHREE.COM,Deltathree Inc.,OTC,,,N,,,,,,,,,,12,,,,,,,,,
DDDD,DDDDF,NEW DIMENSION,New Dimension Software Limited,,,S,Y,,,,,,,,,,12,,,,,,,,,
DDDG,DDDGF,DDD GROUP PLC,DDD Group PLC,OTC,USD,S,Y,http://www.ddd.com,6794,Patent owners & lessors,39,COMP-GRAPHICS,10,Computer and Technology,31,COMPUTER/OFFICE EQUIP,12,,,0001562562,GB,UNITED KINGDOM,1,N,N,COM
DDDI,DDDI,DOWNEY DESIGNS,DOWNEY DESIGNS,,,,N,,,,,,,,,,12,,,,,,,,,
DDDP,DDDP,3 DIMEN PHARMA,3 DIMEN PHARMA,,,,N,,,,,,,,,,12,,,,,,,,,
DDDX,DDDX,3DX INDUSTRIES,3Dx Industries Inc.,OTC,USD,S,Y,http://www.3dxindustries.com,1040,Gold & silver ores,99,MACH-GENL INDL,7,Industrial Products,26,MACHINERY,1,,,,US,UNITED STATES,1,N,N,COM
DDE,DDE,DOVER DOWNS GAM,Dover Downs Gaming & Entertainment Inc,NYSE,USD,S,Y,http://www.doverdowns.com,7900,Amusement & recreation services,200,GAMING,2,Consumer Discretionary,9,LEISURE SERVICES,12,2006-06-16,1.5,0001162556,US,UNITED STATES,1,N,N,COM
#DDE,DDEI,DAEDALUS ENT,DAEDALUS ENT,,,,N,,,,,,,,,,7,,,,,,,,,
DDEZ,DDEZ,WISDMTR-DCH EUR,WISDMTR-DCH EUR,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
DDF&,DDF,DELAWARE GRP DI,DELAWARE GRP DI,NYSE,USD,E,Y,,6726,"Investment offices, not elsewhere classified",66,FIN-INVEST FUND,13,Finance,51,INVESTMENT FUNDS,11,,,,,,,N,N,CEF
DDG,DDG,PRO-SH OIL&GAS,PRO-SH OIL&GAS,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
DDI,DDI,WISDMTR-I IND S,WISDMTR-I IND S,,,,N,,,,,,,,,,12,,,,,,,,,
DDIO,DDIC,DDI CORP,DDI CORP,NSDQ,,,N,,,,,,,,,,12,,,,,,,,,
DDIC,DDICQ,DDI CP-OLD,DDI CP-OLD,,,,N,,,,,,,,,,12,,,,,,,,,
DDII,DDII,DATA DOCUMENTS,DATA DOCUMENTS,,,,N,,,,,,,,,,12,,,,,,,,,
DDIM,DDIM,DATA DIMENSIONS,DATA DIMENSIONS,,,,N,,,,,,,,,,12,,,,,,,,,
DDJ&,DDJ,AMERN ADJ RT TR,AMERN ADJ RT TR,,,,N,,,,,,,,,,8,,,,,,,,,
DDJP,DDJP,WISDMTR-DCH JPN,WISDMTR-DCH JPN,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
DDLS,DDLS,WISDMTR-DCH SCP,WISDMTR-DCH SCP,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
DDM,DDM,PRO-ULTR DOW30,PRO-ULTR DOW30,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
DDMG,DDMGQ,DIGITAL DOMAIN,Digital Domain Media Group Inc.,OTC,,,N,,,,,,,,,,12,,,,,,,,,
DYMX,DDMX,DYNAMEX INC,DYNAMEX INC,NSDQ,,,N,,,,,,,,,,7,,,,,,,,,
DDP,DDP,DB CM SH,DB CM SH,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
DDR,DDR,DDR CORP,DDR Corp.,NYSE,USD,S,Y,http://www.ddr.com,6798,Real estate investment trusts,264,REIT-EQTY TRUST - RETAIL,13,Finance,52,REAL ESTATE,12,1998-08-04,2.0,0000894315,US,UNITED STATES,3,Y,N,COM
DDRG,DDRG,DART DRUG STORE,DART DRUG STORE,,,,N,,,,,,,,,,7,,,,,,,,,
DDRI,DDRI,DIVERSIFIED RES,DIVERSIFIED RES,OTC,,S,Y,,,,,,,,,,10,,,,,,,,,
DDRX,DDRX,DIEDRICH COFFEE,DIEDRICH COFFEE,,,,N,,,,,,,,,,6,,,,,,,,,
DDS,DDS,DILLARDS INC-A,"Dillard's, Inc.",NYSE,USD,S,Y,http://www.dillards.com,5311,Department stores,166,RETAIL-RGN DEPT,3,Retail/Wholesale,14,NONFOOD RETAIL/WH,1,1992-06-08,3.0,0000028917,US,UNITED STATES,1,Y,N,COM
#DDS,DDSQE,DELTA DATA SYST,DELTA DATA SYST,,,,N,,,,,,,,,,9,,,,,,,,,
LBPF,DDSSF,LABOPHARM INC,LABOPHARM INC,,,,N,,,,,,,,,,12,,,,,,,,,
DDUP,DDUP,DATA DOMAIN INC,DATA DOMAIN INC,,,,N,,,,,,,,,,12,,,,,,,,,
DDVX,DDVX,E-TRC DS 4M S5V,E-TRC DS 4M S5V,INDX,,,N,,,,,,,,,,12,,,,,,,,,
DDWM,DDWM,WISDMTR-DCH INT,WISDMTR-DCH INT,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
VXGN,DDXSQ,DIADEXUS INC,diaDexus Inc.,OTC,USD,S,Y,http://www.diadexus.com,2834,Pharmaceutical preparations,104,MED PRODUCTS,4,Medical,17,MED PRODS,12,2015-07-01,0.07,0001036968,US,UNITED STATES,1,N,N,COM
DE,DE,DEERE & CO,Deere & Company,NYSE,USD,S,Y,http://www.deere.com,3523,Farm machinery & equipment,98,MACH-FARM,7,Industrial Products,26,MACHINERY,10,2007-12-04,2.0,0000315189,US,UNITED STATES,1,Y,Y,COM
DEA,DEA,EASTRLY GOV PPT,"Easterly Government Properties, Inc.",NYSE,USD,S,Y,http://www.easterlyreit.com,6798,Real estate investment trusts,266,REIT-EQTY TRUST -OTHER,13,Finance,52,REAL ESTATE,12,,,0001622194,US,UNITED STATES,3,Y,N,COM
DEAC,DEAC,ELITE DATA SVCS,ELITE DATA SVCS,OTCBB,,S,Y,,,,,,,,,,12,,,,,,,,,
DEAR,DEAR,DEARBORN BANCRP,Dearborn Bancorp Inc.,OTC,,,N,,,,,,,,,,12,,,,,,,,,
DEB,DEB,WISDMTR-EU DIV,WISDMTR-EU DIV,,,,N,,,,,,,,,,12,,,,,,,,,
DEBS,DEBS,DEB SHOPS,DEB SHOPS,,,,N,,,,,,,,,,1,,,,,,,,,
DEC,DEC,DIGITAL EQUIP,DIGITAL EQUIP,,,,N,,,,,,,,,,6,,,,,,,,,
DECF,DECA,DECOMA INTL INC,DECOMA INTL INC,,,,N,,,,,,,,,,12,,,,,,,,,
DEC&,DECC,D & E COMM INC,D & E COMM INC,,,,N,,,,,,,,,,12,,,,,,,,,
DECK,DECK,DECKERS OUTDOOR,Deckers Outdoor Corporation,NYSE,USD,S,Y,http://www.deckers.com,3021,Rubber & plastics footwear,173,SHOES&REL APPRL,2,Consumer Discretionary,1,APPAREL,3,2010-07-06,3.0,0000910521,US,UNITED STATES,1,Y,N,COM
ISCR,DECN,DECISION DIAGNS,Decision Diagnostics Corp.,OTC,USD,S,Y,http://www.instacare.net,7371,Custom computer programming services,215,MEDICAL INFO SYS,4,Medical,17,MEDICAL CARE,12,2011-12-16,1.1,0001144225,US,UNITED STATES,1,N,N,COM
#UTI,DECO,DECORA INDS INC,DECORA INDS INC,,,,N,,,,,,,,,,3,,,,,,,,,
DECT,DECTF,DECTRON INT INC,DECTRON INT INC,,,,N,,,,,,,,,,1,,,,,,,,,
DEE3,DEE,DB CM 2XS,DB CM 2XS,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
DEEF,DEEF,DEUT-XT DXUS EB,DEUT-XT DXUS EB,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
DEEP,DEEP.,DEEPTECH INTL,DEEPTECH INTL,,,,N,,,,,,,,,,6,,,,,,,,,
DEE2,DEEPQ,SUPERIOR OFFSHR,SUPERIOR OFFSHR,,,,N,,,,,,,,,,12,,,,,,,,,
DCP2,DEER,DEER CONSUMER,Deer Consumer Products Inc.,OTC,,S,Y,,,,,,,,,,12,,,,,,,,,
DEER,DEER.,DEERBANK CORP,DEERBANK CORP,,,,N,,,,,,,,,,9,,,,,,,,,
DEF,DEF,GUGG-DEF EQUITY,GUGG-DEF EQUITY,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
DEFA,DEFA,ISHRS-ACH MS EA,ISHRS-ACH MS EA,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
DEFI,DEFI,DEFIANCE INC,DEFIANCE INC,,,,N,,,,,,,,,,6,,,,,,,,,
DEFL,DEFL,PWRSH-DB US DEF,PWRSH-DB US DEF,ARCA,,,N,,,,,,,,,,12,,,,,,,,,
FDTN,DEG,DELHAIZE-LE,Delhaize Group,NYSE,,,N,,,,,,,,,,12,,,,,,,,,
DEG,DEG.,DELAURENTIIS EG,DELAURENTIIS EG,,,,N,,,,,,,,,,2,,,,,,,,,
DMI&,DEGA,DEGA TECHNOLOGY,DEGA TECHNOLOGY,,,,N,,,,,,,,,,12,,,,,,,,,
MIH&,DEGE,DEGEORGE FINL,DEGEORGE FINL,,,,N,,,,,,,,,,12,,,,,,,,,
DEI,DEI,DOUGLAS EMMETT,"Douglas Emmett, Inc.",NYSE,USD,S,Y,http://www.douglasemmett.com,6798,Real estate investment trusts,266,REIT-EQTY TRUST -OTHER,13,Finance,52,REAL ESTATE,12,,,0001364250,US,UNITED STATES,3,Y,N,COM
MNG,DEI.,DIVERFD ENERGY,DIVERFD ENERGY,,,,N,,,,,,,,,,12,,,,,,,,,
DEIX,DEIX,DEI HOLDINGS,DEI Holdings Inc.,OTC,USD,S,Y,http://www.deiholdings.com,3651,Household audio & video equipment,9,RET/WHL-AUTO PT,3,Retail/Wholesale,14,NONFOOD RETAIL/WH,12,,,0001323630,US,UNITED STATES,1,N,N,COM
DEK,DEK,DEKANIA CORP,DEKANIA CORP,,,,N,,,,,,,,,,12,,,,,,,,,
DEL,DEL,DELTIC TIMBER,Deltic Timber Corporation,NYSE,USD,S,Y,http://www.deltic.com,2421,"Sawmills & planing mills, general",26,BLDG PRD-WOOD,8,Construction,28,BUILDING PRODS,12,,,0001022469,US,UNITED STATES,1,Y,N,COM
#DEL,DELA,DEL PAINT CORP,DEL PAINT CORP,,,,N,,,,,,,,,,3,,,,,,,,,
DMC&,DELGH,DELGRATIA MNG,DELGRATIA MNG,,,,N,,,,,,,,,,6,,,,,,,,,
DELI,DELI,JERRYS FAMOUS,JERRYS FAMOUS,OTC,,,N,,,,,,,,,,12,,,,,,,,,
DELL,DELL,DELL INC,DELL INC,NSDQ,,,N,,,,,,,,,,1,,,,,,,,,
DELT,DELTY,DELTA GALIL-LTD,Delta Galil Industries Ltd.,OTC,USD,S,Y,http://www.deltagalil.com,2340,"Womens', misses', childrens', & infants' undergarments",180,TEXTILE-APPAREL,2,Consumer Discretionary,1,APPAREL,12,,,0001081022,IL,ISRAEL,1,N,N,ADR
DEM,DEM,WISTR-EM HI,WisdomTree Emerging Markets High Dividend Fund,ARCA,USD,E,Y,,6726,"Investment offices, not elsewhere classified",66,FIN-INVEST FUND,13,Finance,51,INVESTMENT FUNDS,12,,,,,,,Y,N,ETF
DEMG,DEMG,DEUT-ZT FT EC F,DEUT-ZT FT EC F,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
DEM&,DEMI,DEM INC,DEM INC,,,,N,,,,,,,,,,12,,,,,,,,,
DEMO,DEMO,DEMOCRASFT HLDG,DEMOCRASFT HLDG,OTC,,S,Y,,,,,,,,,,12,,,,,,,,,
DEMP,DEMPQ,DRUG EMPORIUM,DRUG EMPORIUM,,,,N,,,,,,,,,,2,,,,,,,,,
DEN,DEN.1,DENNYS INC,DENNYS INC,,,,N,,,,,,,,,,6,,,,,,,,,
DENH,DENHY,DENISON INT-ADR,DENISON INT-ADR,,,,N,,,,,,,,,,12,,,,,,,,,
DENL,DENL,DENELCOR,"Denelcor, Inc.",,,S,Y,,,,,,,,,,12,,,,,,,,,
TWFS,DENN,DENNY'S CORP,Denny's Corporation,NSDQ,USD,S,Y,http://www.dennys.com,5812,Eating places,160,RETAIL-RESTRNTS,3,Retail/Wholesale,13,FOOD/DRUG-RTL/WHL,12,1993-06-17,0.2,0000852772,US,UNITED STATES,1,Y,N,COM
DEN2,DENT,DENT-TACT ETF,DENT-TACT ETF,ARCA,,,N,,,,,,,,,,12,,,,,,,,,
DENT,DENT.,DENTAL CARE ALL,DENTAL CARE ALL,,,,N,,,,,,,,,,12,,,,,,,,,
GNTL,DENTQ,INTERDENT INC,INTERDENT INC,,,,N,,,,,,,,,,12,,,,,,,,,
GMTR,DEO,DIAGEO PLC-ADR,Diageo PLC,NYSE,USD,S,Y,http://www.diageo.com,2080,Beverages,19,BEVERAGES-ALCOH,1,Consumer Staples,2,BEVERAGES,6,,,0000835403,GB,UNITED KINGDOM,1,Y,N,ADR
DEP2,DEP,DUNCAN ENERGY,DUNCAN ENERGY,,,,N,,,,,,,,,,12,,,,,,,,,
DEP,DEP.,DEPOSITORS CORP,DEPOSITORS CORP,,,,N,,,,,,,,,,12,,,,,,,,,
DEPS,DEP.1,DEPOSIT GUARNTY,DEPOSIT GUARNTY,,,,N,,,,,,,,,,12,,,,,,,,,
#DEP,DEP.A,DAMSON ENERGY C,DAMSON ENERGY C,,,,N,,,,,,,,,,12,,,,,,,,,
DEPC,DEPCC,DEP CORP,DEP CORP,,,,N,,,,,,,,,,7,,,,,,,,,
Z80Z,DEPG,DEPENDABLE INS,DEPENDABLE INS,,,,N,,,,,,,,,,12,,,,,,,,,
DPMD,DEPO,DEPOMED INC,"Depomed, Inc.",NSDQ,USD,S,Y,http://www.depomedinc.com,2834,Pharmaceutical preparations,106,MED-DRUGS,4,Medical,15,DRUGS,12,,,0001005201,US,UNITED STATES,1,Y,N,COM
DEPO,DEPO.,DEPOTECH CORP,DEPOTECH CORP,,,,N,,,,,,,,,,12,,,,,,,,,
DER,DER,DE RIGO SPA-ADR,DE RIGO SPA-ADR,,,,N,,,,,,,,,,12,,,,,,,,,
DER2,DERM,DERMIRA INC,"Dermira, Inc.",NSDQ,USD,S,Y,http://www.dermira.com,2834,Pharmaceutical preparations,106,MED-DRUGS,4,Medical,15,DRUGS,12,,,0001557883,US,UNITED STATES,1,Y,N,COM
DERM,DERM.,PENEDERM INC,PENEDERM INC,,,,N,,,,,,,,,,12,,,,,,,,,
DES3,DES,WISDMTR-SC DIV,WisdomTree SmallCap Dividend Fund,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
DES,DES.,DESC SA -ADR,DESC SA -ADR,,,,N,,,,,,,,,,12,,,,,,,,,
DES4,DESC,DEUTS-XT R2K CF,DEUTS-XT R2K CF,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
PRTN,DESCQ,DISTRIBUTED EGY,DISTRIBUTED EGY,,,,N,,,,,,,,,,12,,,,,,,,,
#DES,DESK,DESK TOP FINANC,DESK TOP FINANC,,,,N,,,,,,,,,,12,,,,,,,,,
MWRK,DEST,DESTINATION MTR,Destination Maternity Corporation,NSDQ,USD,S,Y,http://www.destinationmaternitycorp.com,5621,Womens' clothing stores,154,RETAIL-APP/SHOE,3,Retail/Wholesale,14,NONFOOD RETAIL/WH,1,2011-03-02,2.0,0000896985,US,UNITED STATES,1,Y,N,COM
DES2,DEST.,DESTIA COMM INC,DESTIA COMM INC,,,,N,,,,,,,,,,12,,,,,,,,,
DEST,DESTQ,DEST CORP,DEST CORP,,,,N,,,,,,,,,,3,,,,,,,,,
TVLA,DETA,DEL TACO REST,DEL TACO REST,,,,N,,,,,,,,,,12,,,,,,,,,
DETC,DETC,DETECTION SYS,DETECTION SYS,,,,N,,,,,,,,,,3,,,,,,,,,
DETX,DETX,DETECTOR ELECTR,DETECTOR ELECTR,,,,N,,,,,,,,,,9,,,,,,,,,
DEUS,DEUS,DEUTS-XT R1K EB,DEUTS-XT R1K EB,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
DBSS,DEVB,DEV BK SING-ADR,DEV BK SING-ADR,,,,N,,,,,,,,,,12,,,,,,,,,
DEVC,DEVC,DEVCON INTL,DEVCON INTL,,,,N,,,,,,,,,,12,,,,,,,,,
DEVN,DEVN,DEVON GRP,DEVON GRP,,,,N,,,,,,,,,,3,,,,,,,,,
DBSB,DEVS,DEV BK SING LTD,DEV BK SING LTD,,,,N,,,,,,,,,,12,,,,,,,,,
DEW2,DEW,WISTR-GL HI DV,WisdomTree Global High Dividend Fund,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
DEW,DEW.,DELMARVA PWR&LT,DELMARVA PWR&LT,,,,N,,,,,,,,,,12,,,,,,,,,
DEWJ,DEWJ,ISHRS-ACH JPN,ISHRS-ACH JPN,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
#DEW,DEWY,DEWEY ELECTRONI,Dewey Electronics Corp.,OTC,USD,S,Y,http://www.deweyelectronics.com,3480,"Ordnance & accessories, except vehicles & guided missiles",55,ELEC-MILITARY,11,Aerospace,38,AEROSPACE/DEFENSE,6,,,0000028561,US,UNITED STATES,1,N,N,COM
DEX,DEX.,DEXTER CORP,DEXTER CORP,,,,N,,,,,,,,,,12,,,,,,,,,
DEX2,DEX.2,DEX MEDIA INC,DEX MEDIA INC,,,,N,,,,,,,,,,12,,,,,,,,,
DEXO,DEXO.,DEXON,DEXON,,,,N,,,,,,,,,,3,,,,,,,,,
DEZ,DEZ,DESERT SUN MNG,DESERT SUN MNG,,,,N,,,,,,,,,,12,,,,,,,,,
DEZI,DEZI,DONNELLEY ENTPR,DONNELLEY ENTPR,,,,N,,,,,,,,,,12,,,,,,,,,
